officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Hinganghat Town S.O,442301,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Hinganghat,Wardha,MAHARASHTRA,07153-249441,,Wardha H.O,,
Indira Market-Wardha S.O,442001,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-249778,,Wardha H.O,,
Manas Mandir-Wardha S.O,442001,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-249764,,Wardha H.O,,
MGIHU S.O,442001,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-249779,,Wardha H.O,,
Ramnagar-Wardha S.O,442001,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-243516,,Wardha H.O,,
Wardha Ganj S.O,442003,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-242716,,Wardha H.O,,
Wardha H.O,442001,H.O,Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-243499,,,,
Wardha Market S.O,442001,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-248946,,Wardha H.O,,
YAC Wardha S.O,442001,S.O,Non-Delivery,Wardha,Nagpur,Maharashtra,Wardha,Wardha,MAHARASHTRA,07152-250188,,Wardha H.O,,
Akhada Ward(Pandharkawada) S.O,445302,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Kalapur,Yavatmal,MAHARASHTRA,07235-227939,,Yavatmal H.O,,
Awdhutwadi (Yavatma)l S.O,445001,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Yavatmal,Yavatmal,MAHARASHTRA,07232-250398,,Yavatmal H.O,,
Chhoti Gujri (Yavatmal) S.O,445001,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Yavatmal,Yavatmal,MAHARASHTRA,07232-250393,,Yavatmal H.O,,
Govt Poly (Yavatmal) S.O,445001,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Yavatmal,Yavatmal,MAHARASHTRA,07232-243263,,Yavatmal H.O,,
Jatra Road(Wani) S.O,445304,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Wani,Yavatmal,MAHARASHTRA,07239-225243,,Yavatmal H.O,,
Krishi Samiti (Umarkhed) S.O,445206,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Umarkhed,Yavatmal,MAHARASHTRA,07231-237341,,Yavatmal H.O,,
Postal Colony (Yavatmal) S.O,445001,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Yavatmal,Yavatmal,MAHARASHTRA,07232-250533,,Yavatmal H.O,,
Pusad Town ( Pusad) S.O,445204,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Pusad,Yavatmal,MAHARASHTRA,07233-246541,,Yavatmal H.O,,
Tilakwadi (Yavatmal) S.O,445001,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Yavatmal,Yavatmal,MAHARASHTRA,07232-250528,,Yavatmal H.O,,
Wani Bazar S.O,445304,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Wani,Yavatmal,MAHARASHTRA,07239-225214,,Yavatmal H.O,,
Yavatmal H.O,445001,H.O,Delivery,Yeotmal,Nagpur,Maharashtra,Yavatmal,Yavatmal,MAHARASHTRA,07232-243263,,,,
Yavatmal Town S.O,445001,S.O,Non-Delivery,Yeotmal,Nagpur,Maharashtra,Yavatmal,Yavatmal,MAHARASHTRA,07232-250389,,Yavatmal H.O,,
Ac.Depot S.O,414001,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2324388,,Ahmednagar H.O,,
Ahmednagar City S.O,414001,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2355065,,Ahmednagar H.O,,
Ahmednagar H.O,414001,H.O,Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2355036,,,,
Anandibazar S.O,414001,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2355283,,Ahmednagar H.O,,
Bhingar S.O,414002,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2442021,,Ahmednagar H.O,,
Bhingar Wes S.O,414002,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2441955,,Ahmednagar H.O,,
Kasba Pathardi S.O,414102,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Pathardi,Ahmed Nagar,MAHARASHTRA,02428-222529,,Ahmednagar H.O,,
M.G.Udyan S.O,414001,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2354487,,Ahmednagar H.O,,
Mintolines S.O,414001,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2324960,,Ahmednagar H.O,,
Sarjepura S.O,414001,S.O,Non-Delivery,Ahmednagar,Pune,Maharashtra,Ahmednagar,Ahmed Nagar,MAHARASHTRA,0241-2354749,,Ahmednagar H.O,,
Karmala Town ( Karmala) S.O,413203,S.O,Non-Delivery,Pandharpur,Pune,Maharashtra,Karmala,Solapur,MAHARASHTRA,02182-220044,,Pandharpur H.O,,
Mahadawar( Pandharpur) S.O,413304,S.O,Non-Delivery,Pandharpur,Pune,Maharashtra,Pandharpur,Solapur,MAHARASHTRA,02186-223442,,Pandharpur H.O,,
Mangalvedha Town S.O,413305,S.O,Non-Delivery,Pandharpur,Pune,Maharashtra,Mangalvedhe,Solapur,MAHARASHTRA,02188-220215,,Pandharpur H.O,,
Manishanagar(Pandharpur) S.O,413304,S.O,Non-Delivery,Pandharpur,Pune,Maharashtra,Pandharpur,Solapur,MAHARASHTRA,02186-222037,,Pandharpur H.O,,
Navi Peth (Pandharpur) S.O,413304,S.O,Non-Delivery,Pandharpur,Pune,Maharashtra,Pandharpur,Solapur,MAHARASHTRA,02186-223586,,Pandharpur H.O,,
Pandharpur H.O,413304,H.O,Delivery,Pandharpur,Pune,Maharashtra,Pandharpur,Solapur,MAHARASHTRA,02186-223410,,,,
Sangola Town (Sangola) S.O,413307,S.O,Non-Delivery,Pandharpur,Pune,Maharashtra,Sangole,Solapur,MAHARASHTRA,02187-220030,,Pandharpur H.O,,
AFMC S.O,411040,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26330339,,Pune H.O,,
Airport S.O (Pune),411032,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26684952,,Pune H.O,,
Ammunition Factory Khadki S.O,411003,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25810884,,Pune H.O,,
Bibvewadi S.O,411037,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24212375,,Pune H.O,,
C D A (O) S.O,411001,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26450138,,Pune H.O,,
Chikhali S.O,411062,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Haveli,Pune,MAHARASHTRA,,,Pune H.O,,
Dapodi Bazar S.O,411012,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27143146,,Pune H.O,,
Dr.B.A. Chowk S.O,411001,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26138207,,Pune H.O,,
East Khadki S.O,411003,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26693336,,Pune H.O,,
Ghorpuri Bazar S.O,411001,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26333100,,Pune H.O,,
Gondhale Nagar S.O,411028,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune,Pune,MAHARASHTRA,020-26991949,,Pune H.O,,
H.E. Factory S.O,411003,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25813110,,Pune H.O,,
Indrayaninagar S.O,411026,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27128889,,Pune H.O,,
Khadki Bazar S.O,411003,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25819946,,Pune H.O,,
M.Phulenagar S.O,411019,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27483495,,Pune H.O,,
Masulkar Colony S.O,411018,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27441617,,Pune H.O,,
N.W. College S.O,411001,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26169220,,Pune H.O,,
Nehrunagar S.O (Pune),411018,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27423958,,Pune H.O,,
Pimpri Waghire S.O,411017,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27410113,,Pune H.O,,
Pune Cantt East S.O,411001,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26343617,,Pune H.O,,
Pune H.O,411001,H.O,Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26125516,,,,
Pune New Bazar S.O,411001,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26360750,,Pune H.O,,
Sachapir Street S.O,411001,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26340252,,Pune H.O,,
Salisbury Park S.O,411037,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24264694,,Pune H.O,,
Sangavi S.O,411027,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27283999,,Pune H.O,,
Sasanenagar S.O,411028,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26874077,,Pune H.O,,
T.V. Nagar S.O,411037,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24270368,,Pune H.O,,
Vadgaon Sheri S.O,411014,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27032564,,Pune H.O,,
Vidyanagar S.O (Pune),411032,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27171280,,Pune H.O,,
Viman nagar S.O,411014,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune,Pune,MAHARASHTRA,020-26631822,,Pune H.O,,
Vishrantwadi S.O,411015,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26693228,,Pune H.O,,
Yamunanagar S.O,411044,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-27661401,,Pune H.O,,
Yerwada T.S. S.O,411006,S.O,Non-Delivery,Pune City East,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26614122,,Pune H.O,,
A.R. Shala S.O,411004,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25440815,,Pune City H.O,,
Aundh T.S. S.O,411007,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25850967,,Pune City H.O,,
Bajirao Road S.O,411002,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24453498,,Pune City H.O,,
Baner Road S.O,411008,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25663314,,Pune City H.O,,
Bhavani Peth S.O,411042,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26455441,,Pune City H.O,,
Bhusari Colony S.O,411038,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25283439,,Pune City H.O,,
Botanical Garden S.O (Pune),411020,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25814870,,Pune City H.O,,
Congress House Road S.O,411005,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25531025,,Pune City H.O,,
Film Institute S.O,411004,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25441201,,Pune City H.O,,
Ghorpade Peth S.O,411042,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26453285,,Pune City H.O,,
Govt. Polytechnic S.O,411016,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25671196,,Pune City H.O,,
Guruwar Peth S.O,411042,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24479575,,Pune City H.O,,
Kapad Ganj S.O,411002,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24479586,,Pune City H.O,,
Karvenagar S.O,411052,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25448999,,Pune City H.O,,
Kothrud S.O,411038,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25381600,,Pune City H.O,,
Lokmanyanagar S.O,411030,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-23328434,,Pune City H.O,,
Mangalwar Peth S.O (Pune),411011,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26120240,,Pune City H.O,,
Nana Peth S.O,411002,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26135060,,Pune City H.O,,
Narayan Peth S.O,411030,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24458086,,Pune City H.O,,
Parvati Gaon S.O,411009,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24444114,,Pune City H.O,,
Pune City H.O,411002,H.O,Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24466660,,,,
Rashtra Bhasha Bhavan S.O,411030,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25810556,,Pune City H.O,,
Rasta Peth S.O,411011,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-26128137,,Pune City H.O,,
Raviwar Peth S.O,411002,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24455145,,Pune City H.O,,
S.S.C.Exam Board S.O,411005,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25536158,,Pune City H.O,,
Sadashiv Peth S.O,411030,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24454343,,Pune City H.O,,
Shaniwar Peth S.O (Pune),411030,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24458105,,Pune City H.O,,
Shivaji Housing Society S.O,411016,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-25639447,,Pune City H.O,,
Shukrawar Peth S.O (Pune),411002,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24472383,,Pune City H.O,,
Sinhgad Technical Education Society,411041,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Haveli,Pune,MAHARASHTRA,,,Pune City H.O,,
Swargate Chowk S.O,411042,S.O,Non-Delivery,Pune City West,Pune,Maharashtra,Pune City,Pune,MAHARASHTRA,020-24479576,,Pune City H.O,,
Baramati Court S.O,413102,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Baramati,Pune,MAHARASHTRA,,,Shivajinagar H.O,,
Cod Dehu Road S.O,412101,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Haveli,Pune,MAHARASHTRA,020-21615121,,Shivajinagar H.O,,
Indapur Bazar S.O,413106,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Indapur,Pune,MAHARASHTRA,02111-223361,,Shivajinagar H.O,,
Lonavala Bazar S.O,410401,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Maval,Pune,MAHARASHTRA,02114-273772,,Shivajinagar H.O,,
Ordanance Dep Talegaon Dabhade S.O,410506,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Mawal,Pune,MAHARASHTRA,020-24470325,,Shivajinagar H.O,,
Ordnance Factory Dehu Road S.O,412101,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Haveli,Pune,MAHARASHTRA,020-27671385,,Shivajinagar H.O,,
S R P F Daund S.O,413801,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Daund,Pune,MAHARASHTRA,02117-262406,,Shivajinagar H.O,,
Shikrapur S.O,412208,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,,Pune,MAHARASHTRA,,,Shivajinagar H.O,,
Shivajinagar H.O,411005,H.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Haveli,Pune,MAHARASHTRA,020-25534929,,,,
Sopannagar S.O,412301,S.O,Non-Delivery,Pune Moffusil,Pune,Maharashtra,Purandhar,Pune,MAHARASHTRA,020-24470325,,Shivajinagar H.O,,
Budhawar Naka Satara S.O,415002,S.O,Non-Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,02162-226021,,Satara H.O,,
Karad H.O,415110,H.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,02164-222091,,,,
Karadcity S.O,415110,S.O,Non-Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,02164-222641,,Karad H.O,,
Kolki S.O (Satara),415523,S.O,Non-Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,02166-222206,,Satara H.O,,
Koregaon City S.O,415501,S.O,Non-Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,02163-221226,,Satara H.O,,
Mangalwar Peth Karad S.O,415110,S.O,Non-Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,02164-226673,,Karad H.O,,
Mangalwar Peth Satara S.O,415002,S.O,Non-Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,02162-233521,,Satara H.O,,
Market yarad Phaltan S.O,415523,S.O,Non-Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,02166-223941,,Satara H.O,,
Market Yard Karad S.O,415110,S.O,Non-Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,02164-226580,,Karad H.O,,
Phulenagar Wai S.O,412803,S.O,Non-Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,02167-221428,,Satara H.O,,
Satara H.O,415001,H.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,02162-237495,,,,
Shahupuri Satara S.O,415002,S.O,Non-Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,02162-253066,,Satara H.O,,
Shukarwar Peth Phaltan S.O,415523,S.O,Non-Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,02166-223741,,Satara H.O,,
Tilak Path Karad S.O,415110,S.O,Non-Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,02164-226740,,Karad H.O,,
Vaduj Town S.O,415506,S.O,Non-Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,02161-231241,,Karad H.O,,
Wai City S.O,412803,S.O,Non-Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,02167-220028,,Satara H.O,,
Yadogophal Peth S.O,415002,S.O,Non-Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,02162-280430,,Satara H.O,,
Ganeshnagar S.O,422605,S.O,Non-Delivery,Shrirampur,Pune,Maharashtra,Sangamner,Ahmed Nagar,MAHARASHTRA,,,Shrirampur H.O,,
IE Shrirampur. Shrirampur. S.O,413709,S.O,Non-Delivery,Shrirampur,Pune,Maharashtra,Shrirampur,Ahmed Nagar,MAHARASHTRA,02422-221518,,Shrirampur H.O,,
Rahuri Town S.O,413705,S.O,Non-Delivery,Shrirampur,Pune,Maharashtra,Rahuri,Ahmed Nagar,MAHARASHTRA,02426-232422,,Shrirampur H.O,,
Shrirampur H.O,413709,H.O,Delivery,Shrirampur,Pune,Maharashtra,Shrirampur,Ahmed Nagar,MAHARASHTRA,02422-222327,,,,
Ashok Chowk S.O,413006,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2391818,,Solapur H.O,,
Bazarpeth Mohol S.O,413213,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Mohol,Solapur,MAHARASHTRA,02189-234494,,Solapur H.O,,
Dayanand Collage S.O,413002,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2379044,,Solapur H.O,,
Jawaharlal Nehru Vastigrah S.O,413001,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2727263,,Solapur H.O,,
Jule Solapur S.O,413008,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur South,Solapur,MAHARASHTRA,0217-2301272,,Solapur H.O,,
Mangalwar Peth S.O (Solapur),413002,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2324000,,Solapur H.O,,
Market Yard Barshi S.O,413401,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Barshi,Solapur,MAHARASHTRA,02184-222983,,Solapur H.O,,
Market Yard Solapur S.O,413005,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2375135,,Solapur H.O,,
Medical College S.O (Solapur),413003,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2601167,,Solapur H.O,,
Nai Zindagi S.O,413224,S.O,Non-Delivery,Solapur,Pune,Maharashtra,North Solapur,Solapur,MAHARASHTRA,0217-2602121,,Solapur H.O,,
Navi Peth Solapur S.O,413001,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2725646,,Solapur H.O,,
Sadar Bazar S.O (Solapur),413003,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2317356,,Solapur H.O,,
Sakhar Peth S.O,413005,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2627362,,Solapur H.O,,
Sidheswar Peth S.O,413001,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2726365,,Solapur H.O,,
Solapur H.O,413001,H.O,Delivery,Solapur,Pune,Maharashtra,Solapur North,Solapur,MAHARASHTRA,0217-2621082,,,,
Solapur Vidyapeeth S.O,413255,S.O,Non-Delivery,Solapur,Pune,Maharashtra,North Solapur,Solapur,MAHARASHTRA,,,Solapur H.O,,
Subhash Nagar Barshi S.O,413401,S.O,Non-Delivery,Solapur,Pune,Maharashtra,Barshi,Solapur,MAHARASHTRA,02184-223647,,Solapur H.O,,
Chingkonpang S.O,795128,S.O,Non-Delivery,Manipur,North Eastern,North Eastern,Nil,Churachandpur,MANIPUR,03874-234380,,Imphal H.O,,
D.M College S.O,795001,S.O,Non-Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2450572,,Imphal H.O,,
Imphal Bazar S.O,795001,S.O,Non-Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2450017,,Imphal H.O,,
Imphal H.O,795001,H.O,Delivery,Manipur,North Eastern,North Eastern,Nil,Imphal West,MANIPUR,0385-2450146,,,,
Manipur High Court S.O,795001,S.O,Non-Delivery,Manipur,North Eastern,North Eastern,Imphal West,Imphal West,MANIPUR,0385-2421716,,Imphal H.O,,
Aizawl H.O,796001,H.O,Delivery,Mizoram,North Eastern,North Eastern,Tlangnuam (Part),Aizawl,MIZORAM,0389-2328023,,,,
Kohima H.O,797001,H.O,Delivery,Nagaland,North Eastern,North Eastern,Kohima,Kohima,NAGALAND,0370-2290929,,,,
Agartala Bazar S.O,799001,S.O,Non-Delivery,Agartala,Shillong HQ,North Eastern,,West Tripura,TRIPURA,,,Agartala H.O,,
Agartala Court S.O,799001,S.O,Non-Delivery,Agartala,Shillong HQ,North Eastern,,West Tripura,TRIPURA,,,Agartala H.O,,
Agartala H.O,799001,H.O,Delivery,Agartala,Shillong HQ,North Eastern,Sadar,West Tripura,TRIPURA,0381-2325489,,,,
Jaganath Bari Road S.O,799001,S.O,Non-Delivery,Agartala,Shillong HQ,North Eastern,,West Tripura,TRIPURA,,,Agartala H.O,,
Radhakishorepur H.O,799120,H.O,Delivery,Agartala,Shillong HQ,North Eastern,Radhakishorepur,South Tripura,TRIPURA,03821-222405,,,,
Arunachal Pradesh Secretariat S.O,791111,S.O,Non-Delivery,Arunachal Pradesh,Shillong HQ,North Eastern,Itanagar,Papum Pare,ARUNACHAL PRADESH,0360-2291902,,Itanagar H.O,,
Itanagar H.O,791111,H.O,Delivery,Arunachal Pradesh,Shillong HQ,North Eastern,Itanagar,Papum Pare,ARUNACHAL PRADESH,0360-2291407,,,,
Dharmanagar H.O,799250,H.O,Delivery,Dharmanagar,Shillong HQ,North Eastern,Dharmanagar,North Tripura,TRIPURA,03822-234517,,,,
Panichowkibazar S.O,799277,S.O,Non-Delivery,Dharmanagar,Shillong HQ,North Eastern,Kailashahar,North Tripura,TRIPURA,03822-220283,,Dharmanagar H.O,,
Jaiaw S.O,793002,S.O,Non-Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2221708,,Shillong G.P.O. ,,
Meghalaya Secretariat S.O,793001,S.O,Non-Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,03642-2222982,,Shillong G.P.O. ,,
Oakland S.O,793001,S.O,Non-Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2222993,,Shillong G.P.O. ,,
Rilbong S.O,793004,S.O,Non-Delivery,Meghalaya,Shillong HQ,North Eastern,Shillong,East Khasi Hills,MEGHALAYA,0364-2222932,,Shillong G.P.O. ,,
